Job.ID,Provider,Status,Slug,Title,Position,Company,City,State.Name,State.Code,Address,Latitude,Longitude,Industry,Job.Description,Requirements,Salary,Listing.Start,Listing.End,Employment.Type,Education.Required,Created.At,Updated.At
270126,2,open,riverside-ca-home-instead-senior-care-caregiver-home-health-aide-cna-270126,Caregiver / Home Health Aide / CNA @ Home Instead Senior Care,Caregiver / Home Health Aide / CNA,Home Instead Senior Care,Riverside,California,CA,,33.953,-117.395,,"


Caregiver / Home Health Aide / CNA



Home Instead Senior Care is looking for caring and compassionate caregivers to become a part of our team and join our mission of enhancing the lives of aging adults throughout our community.&nbsp; Home Instead Senior Care provides a variety of non-medical services that allow seniors to remain in their home and meet the challenges of aging with dignity, care and compassion.

Duties include, but are not limited to:




    Companionship and conversation
    Light housekeeping tasks and meal preparation
    Medication and appointment reminders
    Assistance with grooming and bathing
    Assistance with toileting and incontinence issues
    Alzheimer&rsquo;s Care



*No previous experience necessary - skills training provided by Home Instead Senior Care*



Caregiver / Home Health Aide / CNA


&nbsp;
",,,09-03-2015,08-04-2015,Full-Time/Part-Time,Not Specified,2015-03-12 10:58:03 UTC,2015-03-12 10:58:03 UTC
247222,2,open,lecanto-fl-bayada-home-health-care-hha-cna-needed-immediately,HHA / CNA Needed Immediately @ BAYADA HOME HEALTH CARE,HHA / CNA Needed Immediately,BAYADA HOME HEALTH CARE,Lecanto,Florida,FL,,28.8031,-82.4823,,"Are you looking for a new career opportunity or ready to get back into home health care? Would you like to give compassionate care to one client in the comfort of their own home? BAYADA Home Health Care in Brooksville, FL and is currently hiring certified Nursing Assistants and Home Health Aides to give loving care to our clients in Citrus County. 

Working as a Certified Nursing Assistant / Home Health Aide for BAYADA means being treated with the respect and the recognition you deserve. Employee recognition awards, training, scholarships, competitive weekly pay and benefits available for full time and part time employees. Certified Nursing Assistant / Home Health Aide positions at BAYADA require that you provide excellent one on one care, have high standards, and are very reliable. 

Our clients depend on their CNAs / HHAs to be there when they need them. If you enjoy helping others in need and currently are up-to-date with your certification / license, with at least 2 years of experience in the field, please contact us immediately at 352-796-2200 for further information. What have you been waiting for? Become a part of our dream team!  
Founded in 1975 by J. Mark Baiada, BAYADA Home Health Care provides nursing, rehabilitative, therapeutic, hospice, and assistive care services to children, adults, and seniors in the comfort of their homes. Headquartered in suburban Philadelphia, BAYADA employs more than 18,000 nurses, home health aides, therapists, medical social workers, and other home health care professionals who serve their communities in 25 states from more than 250 offices. For more information, visit www.bayada.com. BAYADA Home Health Care, Inc. is an Equal Opportunity Employer and qualified applicants will not be discriminated against on the basis of race, color, religion, sex, national origin, disability, or veteran status. ",,,24-02-2015,23-03-2015,Full-Time/Part-Time,High School Diploma,2015-02-25 10:04:32 UTC,2015-02-25 10:04:32 UTC
305749,2,open,twinsburg-oh-club-demonstration-services-oto-sales-advisor-224-twinsburg,OTO Sales Advisor 224 Twinsburg @ Club Demonstration Services,OTO Sales Advisor 224 Twinsburg,Club Demonstration Services,Twinsburg,Ohio,OH,,41.31313,-81.44025,,"
OTO Sales Advisor 224 Twinsburg


One to One Interactions is the exclusive in-store sampling and consumer experience event provider for Giant Eagle Supermarkets. We prepare and sample different products to Giant Eagle customers every week. We are looking for creative, energetic, outgoing, social, assertive new team members. As part of the One to One Interactions team, you will introduce shoppers to an assortment of fine foods and retail products during our pre-scheduled events within Giant Eagle Supermarkets. As a Sales Advisor, you will prepare products and/or recipes using professional equipment and present the product samples to shoppers, telling them about the benefits of each product, answering questions about the item, distributing coupons or recipes, and encouraging them to buy the product.",,,06-04-2015,05-05-2015,Part-Time,Not Specified,2015-04-07 10:22:03 UTC,2015-04-07 10:22:03 UTC
279893,2,open,chula-vista-ca-mission-healthcare-services-inc-behavioral-health-nurse-bhn-279893,"Behavioral Health Nurse (BHN) @ Mission Healthcare Services, Inc.",Behavioral Health Nurse (BHN),"Mission Healthcare Services, Inc.",Chula Vista,California,CA,,32.6409,-117.08428,,"&nbsp;The Behavioral Health Nurse plans, organizes and directs home care services and is experienced in nursing, with emphasis on behavioral health and psychiatric diagnoses as well as community health education/experience. The professional nurse builds from the resources of the community to plan and direct services to meet the needs of patients and their families within their homes and communities.
&nbsp;

Job entails: completing an initial assessment of the patient, provides a complete physical assessment and history of current and previous illness(es), develops a treatment/care plan, counsels the patient and family in meeting nursing and related needs, charts and regularly reports to Clinical Supervisor.

Patient Care:

1.&nbsp;&nbsp; &nbsp;Completes an initial assessment of patient and family to determine home care needs.&nbsp; Provides a complete physical assessment and history of current and previous illness(es).
2.&nbsp;&nbsp; &nbsp;Regularly re-evaluates patient nursing needs.
3.&nbsp;&nbsp; &nbsp;Initiates the plan of care and makes necessary revisions as patient status and needs change. (Specific to behavioral health issues)
4.&nbsp;&nbsp; &nbsp;Uses health assessment data to determine nursing diagnosis.

5.&nbsp;&nbsp; &nbsp;Develops a care plan which establishes goals, based on nursing diagnosis and incorporates therapeutic, preventive, and rehabilitative nursing actions.&nbsp; Includes the patient and the family in the planning process.
6.&nbsp;&nbsp; &nbsp;Initiates appropriate preventive and rehabilitative nursing procedures.&nbsp; Administers medications and treatments as prescribed by the physician.
7.&nbsp;&nbsp; &nbsp;Counsels the patient and family in meeting nursing and related needs.
8.&nbsp;&nbsp; &nbsp;Provides health care instructions to the patient as appropriate per assessment and plan.
9.&nbsp;&nbsp; &nbsp;Identifies discharge planning needs as part of the care plan development and implements prior to discharge of the patient.

Communication:

1.&nbsp;&nbsp; &nbsp;Prepares clinical notes and updates the primary physician when necessary and at least every sixty-two days.
2.&nbsp;&nbsp; &nbsp;Communicates with the physician regarding the patient&rsquo;s needs and reports and changes in the patient&rsquo;s condition; obtains/receives physicians orders as required.
3.&nbsp;&nbsp; &nbsp;Communicates with community health related persons to coordinate the care plan.

Additional Duties:

1.&nbsp;&nbsp; &nbsp;Participates in on-call duties as defined by the on-call policy.
2.&nbsp;&nbsp; &nbsp;Ensures that arrangements for equipment and other necessary items and services are available.
3.&nbsp;&nbsp; &nbsp;Instructs, supervises and evaluates home health aide care provided every fourteen days.

",,,18-03-2015,17-04-2015,Per Diem,Bachelor's Degree,2015-03-19 10:21:44 UTC,2015-03-19 10:21:44 UTC
279110,2,open,chicago-il-accountemps-bookkeeper-279110,Bookkeeper @ Accountemps,Bookkeeper,Accountemps,Chicago,Illinois,IL,,41.9023,-87.6781,,"Ref ID:01302-108723Classification:BookkeeperCompensation:$15.84 to $18.34 per hourAccountemps has an immediate need for a Construction Accountant. Our client, a large Construction company located in Chicago Loop, is experiencing growth and looking to take on additional help. This Construction Accountant will ideally have 3+ years experience working with CMIC and has experience doing Accounts Payable. This position will train in every aspect of a Staff Accountant consisting of General Ledger journal entries, Accounts Payable, and project cost estimation. Interested candidates should apply immediately at [Click Here to Email Your Resumé] or call (312)616-8367",,,18-03-2015,17-04-2015,Seasonal/Temp,Not Specified,2015-03-19 10:11:39 UTC,2015-03-19 10:11:39 UTC
313913,2,open,bethesda-md-accountemps-recent-grads-accounting-finance,Recent Grads-Accounting & Finance @ Accountemps,Recent Grads-Accounting & Finance,Accountemps,Bethesda,Maryland,MD,,39.0051,-77.1009,,"Ref ID:04540-9744340Classification:Account Executive/Staffing ManagerCompensation:DOEAccountemps is seeking recent grads with a Bachelors or Masters in Finance, Accounting, Economics or Business Administration. We have opportunities throughout Montgomery County for our clients, temp and temp to hire looking to start in the next 90 days. If you are interested in gaining experience in Finance or Accounting please send your resume immediately. If you are looking to gain experience with these types of positions please apply now. Accounting Clerk Collections A/P A/R Staff Accountant Financial Analyst",,,13-04-2015,12-05-2015,Seasonal/Temp,Not Specified,2015-04-14 10:09:30 UTC,2015-04-14 10:09:30 UTC
288309,2,open,tustin-ca-officeteam-customer-service-representative-sales-experience-preferred,Customer Service Representative (Sales Experience Preferred) @ OfficeTeam,Customer Service Representative (Sales Experience Preferred),OfficeTeam,Tustin,California,CA,,33.736,-117.8185,,"Ref ID: 00350-142092Classification: Customer ServiceCompensation: $15.00 to $17.00 per hourA nutritional company in Orange County is currently seeking a Customer Service Representative who will be responsible for servicing existing clients. The ideal candidate will possess several years of Customer Service experience and will be directly supporting the Director of Sales. To be considered for this Customer Service Representative role, candidates must have at least 5 years of customer service experience (specifically in a sales environment) and have a Bachelor's degree as well. Apply today at OfficeTeam.com!",,,23-03-2015,22-04-2015,Seasonal/Temp,Not Specified,2015-03-25 10:24:33 UTC,2015-03-25 10:24:33 UTC
288636,2,open,holland-oh-weed-man-usa-franchise-marketing-sales-representative-288636,Marketing- Sales - Representative @ Weed Man USA Franchise,Marketing- Sales - Representative,Weed Man USA Franchise,Holland,Ohio,OH,,41.6266,-83.7494,,"
As we continue to grow, Weed Man&nbsp;continues to offer part-time&nbsp;and full-time employment opportunities.&nbsp; We are currently looking for our next great full time or part-time Sales and Marketing Representative to join our successful team. &nbsp;As a sales and marketing professional, you will&nbsp;present potential customers&nbsp;the opportunity to obtain a free no-obligation service quote and lawn care advice.&nbsp;&nbsp;This is a great opportunity for talented sales people&nbsp;looking for a great opportunity with a great organization.&nbsp;


Duties:
* Maintains customer satisfaction by
establishing rapport with customers and others in a position to help meet
customer needs.

* Closes information requests for scheduling by phone; receiving
facsimiles; editing, verifying, and coordinating information.

* Resolves
product and service problems by researching the situation; identifying alternate
means of filling customer needs; recommending solutions.

* Processes
requests by answering phones; receiving facsimiles; inputting information into
order forms.

* Maintains quality
service by following organization standards.

* Maintains technical
knowledge by attending educational workshops; reviewing publications.

*
Contributes to team effort by accomplishing related results as
needed.

Skills/Qualifications:
Results Driven, Self-Development, Coachable,
Deadline-Oriented, Quality Focus, Productivity, Organization, Customer Focus,
Multi-tasking, Teamwork, Positive Attitude, Confidence.

As an associate of&nbsp; you will enjoy:

&nbsp;&bull;Ability to work independently as part of a team

&bull;Competitive Salary and Bonus Program 
&bull;Varying Benefit Packages 
&bull;Industry and Company Training 
&bull;Advancement Opportunities 

Weedman&nbsp;is looking for highly
motivated and passionate individuals who meet the following:


    
    &nbsp;High School Diploma (or GED)
    
    
    Results
    Driven
    
    
    Excellent oral and written communication skills
    
    
    
    Advanced problem solving skills and proven time
    management 
    
    
    Ability to multi-task 
    
    
    Ability to work in a fast paced, results-oriented
    environment 
    
    
    Phone Skills a must. 
    
    
    Motivated, Focused, and a Positive
    Attitude.
    

Schedule For Full time:&nbsp;is 12 p.m.-&nbsp;8:30 p.m. Mon.-Thu. and 10 a.m.-2 p.m.
Saturday

Part time is either 12p.m.-4:30p.m. or 5p.m.-8:30p.m. Mon-Thu.&nbsp;and Saturday 10a.m.-2p.m.

Part-time and&nbsp;Full-time&nbsp;opportunities
are available.


&nbsp;


&nbsp;


Contact Information

Phone :419-841-4705&nbsp; 

Email : [Click Here to Email Your Resumé]




",,,26-03-2015,25-04-2015,Full-Time/Part-Time,High School Diploma,2015-03-26 13:21:06 UTC,2015-03-26 13:21:06 UTC
309071,2,open,san-jose-ca-accountemps-staff-accountant-for-an-emerging-software-company-309071,Staff Accountant for an Emerging Software Company @ Accountemps,Staff Accountant for an Emerging Software Company,Accountemps,San Jose,California,CA,,37.3335,-121.8906,,"Ref ID:00420-9743020Classification:Accountant - StaffCompensation:DOELooking to immerse yourself with a great, fast-paced company? Want to work alongside an amazing team of individuals? Then apply now! A Bay Area software company is looking for an exceptional Staff Accountant who has the right qualifications! The Staff Accountant will manage monthly and year-end closings, general ledger reconciliations, prepare journal entries, and fixed asset maintenance. Along with track and reconcile multiple petty cash and voucher accounts, possess intermediate knowledge of the general ledger account relationships and ability to generate complex general ledger as well as perform other duties as assigned. This software company offers this great, but challenging opportunity for the right individual.",,,08-04-2015,07-05-2015,Seasonal/Temp,Not Specified,2015-04-09 10:11:43 UTC,2015-04-09 10:11:43 UTC
243758,2,open,buffalo-ny-restaurant-depot-warehouse-stocker,Warehouse Stocker @ Restaurant Depot,Warehouse Stocker,Restaurant Depot,Buffalo,New York,NY,,42.88544,-78.87846,,"We are expanding into new markets, opening new warehouses all around the country and at this time we are looking to hire immediately for the following positions: 



- Aislemen
",,,20-02-2015,19-03-2015,Part-Time,Not Specified,2015-02-21 10:13:13 UTC,2015-02-21 10:13:13 UTC
302655,2,open,midlothian-va-accountemps-accounting-clerk,Accounting Clerk @ Accountemps,Accounting Clerk,Accountemps,Midlothian,Virginia,VA,,37.4373,-77.6622,,"Ref ID:04320-109407Classification:Accounting ClerkCompensation:DOEPayroll for 90 people - submitting hours to ADP, reconciling and handling garnishments. All payroll is handled through ADP. Time sheets need to be gathered and submitted for processing.",,,03-04-2015,02-05-2015,Seasonal/Temp,Not Specified,2015-04-04 10:07:12 UTC,2015-04-04 10:07:12 UTC
271996,2,open,southfield-mi-jack-cooper-transport-automotive-title-support-clerk-part-time,Automotive Title Support Clerk - Part Time @ Jack Cooper Transport,Automotive Title Support Clerk - Part Time,Jack Cooper Transport,Southfield,Michigan,MI,,42.48175,-83.24093,,"Job Summary: 
Jack Cooper is the largest auto and truck transportation carriers in the nation. We serve most of the major domestic and foreign automotive manufacturers, delivering vehicles nation-wide to dealerships from plants, rail ramps, ports and auctions; and providing vehicle rail-car loading and unloading services. Over the last 80 years, we&rsquo;ve become well-known for our quality and performance; building a reputation for our dependability and integrity. We have almost 5,000 employees throughout the US, Canada and Mexico; and we are one of the few remaining transport companies with professional Teamster union drivers. 

We have a great opportunity for an Automotive Title Clerk at our Southfield, MI location. We are looking for a dedicated, hard-working individual who wants to develop themselves and grow with our company. 


The Ideal candidate will live within the Southfield, MI area.
&nbsp;$12.00 Hour
",,,11-03-2015,10-04-2015,Part-Time,Not Specified,2015-03-13 10:28:13 UTC,2015-03-13 10:28:13 UTC
272645,2,open,silver-spring-md-oakview-rehab-and-nursing-center-lpn,LPN @ Oakview Rehab and Nursing Center,LPN,Oakview Rehab and Nursing Center,Silver Spring,Maryland,MD,,39.0015,-77.0357,,"As an LPN you will be responsible for providing residents assistance with ADLs and in the administration of their medications while overseeing staff. Adhering to the instructions of Nurse Management, you will perform your duties in accordance with all company policies and procedures, while providing resident care services with kindness and compassion to the residents. This is a hands on position requiring occasional participation in assisting residents with ADLs to ensure their safety and comfort needs are met.",,,13-03-2015,12-04-2015,Per Diem,Not Specified,2015-03-14 10:08:29 UTC,2015-03-14 10:08:29 UTC
305820,2,open,washington-dc-club-demonstration-services-oto-culinary-ambassador-39-washington,OTO Culinary Ambassador 39 Washington @ Club Demonstration Services,OTO Culinary Ambassador 39 Washington,Club Demonstration Services,Washington,District of Columbia,DC,,38.89037,-77.03196,,"
OTO Culinary Ambassador 39 Washington


One to One Interactions is the exclusive in-store sampling and consumer experience event provider for Giant Eagle Supermarkets.  We prepare and sample different products to Giant Eagle customers every week.  

The Culinary Ambassador cooks and creatively displays products, explains features and meal options, and answers customer questions with enthusiasm over a microphone. 

The Culinary Ambassador assists customers in the preparation and planning of Giant Eagle meal solutions.  They will engage customers by presenting and providing culinary advice and suggestions. A candidate must be out-going and comfortable utilizing various multi-media including a microphone to broadcast event details throughout the store.",,,06-04-2015,05-05-2015,Part-Time,Not Specified,2015-04-07 10:22:43 UTC,2015-04-07 10:22:43 UTC
